"Professor","Class_Code","Class_Name","Dept","Dept.Type","Overall_Rating","Easiness","Clarity","Workload","Helpfulness","Average_A_Plus","Average_A","Average_A_Minus","Average_B_Plus","Average_B","Average_B_Minus","Average_C_Plus","Average_C","Average_C_Minus","Average_D_Plus","Average_D","Average_D_Minus","Average_F","Avg_GPA","Review","Review.Quarter","Reviewer.Grade"
"William M Gelbart","CHEM 110A","Physical Chemistry: Chemical Thermodynamics","CHEM","stem",4.3,2.7,4,3,4.5,0.1372,0.1258,0.1318,0.151,0.209,0.0592,0.048,0.0438,0.0438,0.0068,0.0104,0.0014,0.0318,3.11748,"Professor Gelbart made this class so much more enjoyable. Naturally, thermodynamics and upper-div physics tend to scare many people with its derivations and fast-paced nature. However, I did not feel this way at all! He does derivations, which I really enjoyed; regardless, follow his words verbatim: ""Please, don't memorize or take notes in this class"". You'll have access to all the formulas needed on the lecture notes alone, so practice basic derivations and you'll be fine. The class's pace was slower which allowed us more time to learn the material well, had many office hours, spoke interesting stories, and was very accommodating. I straight up missed my final but he let me retake the final, which is unheard of.Some details in this class:- 5 quizzes; 1 will be dropped. Focused all on conceptual parts being similar to the hw. You can ask for any formula you like; ~25 mins.- Final Exam has a cheat sheet with the formulas needed.- You'll have to google a lot to do the hw and it takes an extensive amount of time.- Lecture notes are clear and he usually posts them before starting each lecture- The ""tutorial"" portion is another discussion section. He focuses more on solving problems.- Very open to feedback.Overall: Highly recommend if he teaches this class again (I think in a year and half? not sure). You don't have to be good at physics to do well on this class. Ask as many questions as you can, and don't worry about taking notes or forgetting a pencil half the time as I did. Lectures are also bruincasted.","Winter 2023","B"
"Thomas G Mason","CHEM 110A","Physical Chemistry: Chemical Thermodynamics","CHEM","stem",3.2,3.1,3.9,2.6,3.6,0.205666666666667,0.232,0.0513333333333333,0.0573333333333333,0.165666666666667,0.0486666666666667,0.0366666666666667,0.0853333333333333,0.034,0.00633333333333333,0.0266666666666667,0.00633333333333333,0.0446666666666667,3.11033333333333,"Homework was a lot, but the tests were much easier than homework problems and extra credit was offered on both the midterm and final (I think like 5% of the test grade available). I was nervous about this class from his other reviews on here but he explains everything well and clearly outlines what is what's important to know. only thing that frustrated me about this class was the textbook, it had multiple errors and used weird notation that was often unexplained but was necessary because it was the source of the homework problems.","Fall 2021","A+"
"Daniel Neuhauser","CHEM 110A","Physical Chemistry: Chemical Thermodynamics","CHEM","stem",2.1,1.7,1.8,2.4,2.9,0.0307142857142857,0.122571428571429,0.126714285714286,0.159428571428571,0.150857142857143,0.130428571428571,0.117571428571429,0.0768571428571429,0.0477142857142857,0.018,0,0,0.0187142857142857,2.94147142857143,"I took this guy for both 20B and 110A. I mean overall he is actually a nice guy and you can tell he cares about his students' sturies. However, he failed to explain concept during the class which sometimes leads the whole class in confusion. But his notes are incredible helpful so make sure you understand them. Also, remember those derivations since he likes to test on them. I managed to get A in both his class. If you study hard, you can also do that",NA,NA
"Robert N Schwartz","CHEM 110A","Physical Chemistry: Chemical Thermodynamics","CHEM","stem",3.5,1,3.2,1.5,3,0,0.255,0.106,0.064,0.149,0.17,0.021,0.149,0.085,0,0,0,0,3.0202,"If you're going to take physical chem, take it with him.  He'll make you understand where the theory comes from such that you'll remember the material for a long time to come.  He's very concerned about your learning.  He once was about to leave for the day when he saw me sitting outside, and he took the time to explain a challenging homework problem . . . and that took about a half hour.  Also, everything you hear about the TA, Pep, is true.",NA,NA
"Aron Yoffe","CHEM 110A","Physical Chemistry: Chemical Thermodynamics","CHEM","stem",2.3,1.8,2.2,1.9,2.4,0.0995,0.2345,0.0525,0.0885,0.1035,0.084,0.0825,0.1385,0.017,0.005,0.079,0,0.016,2.94075,"Yoffe is an intelligent researcher with a passion for thermodynamics HOWEVER, he is by far the worst professor I have ever had. Due to Yoffe's intelligence, he goes on explaining concepts in poor detail and does not talk about the assumptions he makes. I will be fair, the first three weeks of this class that had partial derivatives was an absolute nightmare, but by around week five, his lectures became significantly better so hats off to him for that. Regardless, even after his improvements, he continued to teach material poorly. What bothers me about Yoffe the most is not his teaching ability but rather his attitude. During office hours and even lecture he would make rude, sarcastic, arrogant comments when students asked questions and did not handle himself professionally. His office hours are okay but it's hard to show up when your intelligence as an upper division biochemistry student and the best public university in the world is constantly being ridiculed. His TA Chen was terrible and would mutter as he wrote equations on the board. Even after getting terrible TA reviews last quarter, Yoffe continued to let him teach. The other TA KJ was amazing. Although even she was sometimes confused, she was clear about the knowledge she could provide you. Outside of little things like Yoffe constantly showing up late to class and erasing the chalkboard before you could even write everything down, his exams were poor. He emailed us that Jule Thompson Expansion wouldn't be on the midterm when there were then conceptual questions about it. During week 2 I wrote in my notes because he explicitly stated only Pressure Volume work would be tested but on the final, he brings out tension work out of nowhere. Yoffe's curriculum is also lackluster. Although he has taught this class before and at community college, the homework questions often do not provide you with all the information you need, they are often irrelevant and do not prepare you for the exams, and you are not prepared to answer them with what you have learned in lecture. People who get the best grades on the homework are those who have Chegg accounts or money to buy online homework services, not kids who start the homework early.  Yoffe lectures based off of another professor's notes, tells us to read the textbook and the other professor's notes. Between three different sources of information and a variety of handouts and emails that Yoffe constantly sends (I've received more than a 100 emails from this buffoon this quarter), it is hard to understand what you need to know for the exam and what is trivial.  Yoffe also doesn't even seem to take his own final seriously because his phone went off multiple times in the middle of the exam. Yoffe is a physical chemistry genius and has a true passion for thermodynamics, but he has no business teaching students due to his poor curriculum, attitude, and inability to handle things logistically. 110A is a tough class, especially for people who will never use it again in their lives, but having a professor who can teach, can make this class which some consider the hardest one in the biochem major, much more tolerable.","Winter 2019",NA
"Delroy A Baugh","CHEM 114","Physical Chemistry Laboratory","CHEM","stem",1.9,2.3,2,1.9,2.1,0.1325,0.1412,0.143,0.1249,0.1727,0.0834,0.0419,0.0511,0.0773,0,0.0074,0.004,0.0208,3.11953,"This class serves to remind you and everyone else how subpar our PChem education is coming up to taking this lab. When did we learn anything proper about kinetics? How deep did our spectroscopy education go? Definitely not time-dependent spectroscopy but there's an experiment on that so have fun. Electrochemistry? Good luck.","Winter 2020","A+"
"Louis-Serge Bouchard","CHEM 114","Physical Chemistry Laboratory","CHEM","stem",2.1,1.4,2.3,1.6,1.9,0.1201,0.1865,0.237,0.1173,0.0783,0.0822,0.0678,0.0419,0.0162,0,0.0139,0,0.039,3.22841,"If you are taking this course with Professor Bouchard, this is what you should expect:Professor:-	does not motivate yet strongly discourage learning in class. Through the course of this semester, he has been adamant in his way of teaching, rejecting any challenges raised by the students and got irritated easily, responding “If you do not believe in X concept, you should not do science”.-	does not answer student’s questions after class; give only overly general responses or merely “you should know this”.-	scares students in class, constantly claiming that he is not afraid to fail seniors.-	fails to retreat students’ equally; have preference over some selected group of students; always treat these students with patience while ignoring or occasionally castigating other less preferred students. A concrete example is that, whenever I get answers to questions he raises wrong in class, Prof. Bouchard consistently used discouraging words like “Wrong” and “No” and did not let me continue answering the question, whereas he treats other student with much more patience, using words like “try harder” or “thinker deeper” while waiting for their answers. Such disparity in treatment directly impacted my passion for this class and discouraged me from participating in class discussion or engage in intellectual thinking.","Spring 2018","B+"
"James Gimzewski","CHEM 114","Physical Chemistry Laboratory","CHEM","stem",3,2.1,1.3,1.4,2.4,0.0534,0.1452,0.0998,0.1864,0.209,0.097,0.0756,0.0516,0.026,0,0.0086,0,0.047,2.99756,NA,NA,NA
"Shimon Weiss","CHEM 114","Physical Chemistry Laboratory","CHEM","stem",2,1.2,2.7,1.5,3.5,0.0665,0.1705,0.087,0.1745,0.2555,0.102,0.0625,0.0305,0,0,0.036,0,0.015,3.1284,"The only thing this class taught me was how to deal with the harsh and unfair realities of the real world and life in general. You could give 110% effort, only to receive a failing or lower than expected grade on each and every one of your lab reports. For your sake, learn how to get pushed into the dirt, repeatedly, and get back up again for the 10 weeks you're stuck in this class.","Winter 2019","NR"
"Stacie S Nakamoto","CHEM 154","Biochemical Methods II","CHEM","stem",2.6,1.8,2.4,1.6,2.4,0,0.205705882352941,0.153882352941176,0.151735294117647,0.176529411764706,0.114176470588235,0.0712058823529412,0.0562352941176471,0.0378823529411765,0.000941176470588235,0.0184411764705882,0.00132352941176471,0.0116470588235294,3.09201470588235,"EDIT: This review became the #1 review of all time of Prof. Nakamoto within just a few hours of it being posted, really makes you think...","Winter 2021","P"
